WELL,DEPTH_MD,GROUP,FORMATION,CALI,RDEP,RHOB,GR,NPHI,PEF,DTC,LITH,
15/9-15,1208.472,HORDALAND GP.,Utsira Fm.,13.558768272,1.2295224667,1.9250435829,94.443870544,0.4906318486,1.7373710871,144.23326111,Shale,
15/9-15,1209.08,HORDALAND GP.,Utsira Fm.,13.726387978,1.2569190264,1.9114075899,96.203468323,0.4988619685,1.880456686,146.99212646,Shale,
15/9-15,1209.84,HORDALAND GP.,Utsira Fm.,13.860574722,1.26706779,1.8924297094,95.947433472,0.5131222606,1.8419642448,146.83595276,Shale,
15/9-15,1211.056,HORDALAND GP.,Utsira Fm.,13.904878616,1.2300065756,1.810541749,87.117370605,0.5061903,1.802985549,151.94850159,Shale,
15/9-15,1213.64,HORDALAND GP.,Utsira Fm.,13.988473892,1.3855817318,1.8938640356,102.61716461,0.4785020351,2.0071268082,149.54133606,Shale,
15/9-15,1214.4,HORDALAND GP.,Utsira Fm.,14.225239754,1.4135668278,1.8624988794,96.605552673,0.5093284845,2.0838367939,150.79592896,Shale,
15/9-15,1222.0,HORDALAND GP.,Utsira Fm.,15.124620438,1.1071435213,1.8101295233,81.020988464,0.4975152314,1.5845097303,147.31529236,Shale,
15/9-15,1223.672,HORDALAND GP.,Utsira Fm.,15.188359261,1.1001656055,1.8450202942,68.186439514,0.4961332381,1.6440243721,148.00296021,Shale,
15/9-15,1224.128,HORDALAND GP.,Utsira Fm.,15.304454803,1.1425386667,1.8575441837,68.960830688,0.5466012359,1.6396267414,145.38090515,Shale,
15/9-15,1227.016,HORDALAND GP.,Utsira Fm.,15.476380348,1.1863002777,1.9096275568,83.743309021,0.5880001783,1.7565128803,149.09941101,Shale,
15/9-15,1228.232,HORDALAND GP.,Utsira Fm.,15.260635376,1.1887539625,1.8505169153,81.890289307,0.5457283258,1.9243597984,150.78640747,Shale,
15/9-15,1230.056,HORDALAND GP.,Utsira Fm.,14.77532959,1.2322472334,1.9146084785,73.872520447,0.4980450869,1.9365078211,145.72834778,Shale,
15/9-15,1230.208,HORDALAND GP.,Utsira Fm.,14.777256966,1.2378374338,1.906670332,76.67136383100001,0.468174845,1.9679387808,146.43307495,Shale,
15/9-15,1232.184,HORDALAND GP.,Utsira Fm.,14.586129189,1.1869397163,1.8479758501,75.59644317600001,0.5291637182,1.9346596003,148.89205933,Shale,
15/9-15,1232.64,HORDALAND GP.,Utsira Fm.,14.48663044,1.1739733219,1.8842929602,73.684455872,0.580283761,1.8748682737,148.93438721,Shale,
15/9-15,1233.4,HORDALAND GP.,Utsira Fm.,14.358594894,1.1469471455,1.8784688711,61.916137695,0.4994962215,1.7478994131,147.65977478,Shale,
15/9-15,1235.984,HORDALAND GP.,Utsira Fm.,14.263799667,1.1545125246,1.8615931273,71.498382568,0.5370646119,1.7757472992,146.98622131,Shale,
15/9-15,1243.736,HORDALAND GP.,Utsira Fm.,14.341079712,1.2156193256,1.8737986088,84.59155273399999,0.5834668875,2.0318126678,145.70176697,Shale,
15/9-15,1243.888,HORDALAND GP.,Utsira Fm.,14.363882065,1.2151447535,1.8894534111,77.156166077,0.5638208389,2.0740828514,146.17454529,Shale,
15/9-15,1244.952,HORDALAND GP.,Utsira Fm.,14.524587631,1.2822281122,1.842933774,70.598976135,0.5548191667,1.6190263033,145.21095276,Shale,
15/9-15,1248.448,HORDALAND GP.,Utsira Fm.,14.137104988,1.2865334749,1.8253004551,71.750160217,0.47431463,1.8267527819,147.04527283,Shale,
15/9-15,1249.512,HORDALAND GP.,Utsira Fm.,13.853834152,1.2619597912,1.8640196323,70.900123596,0.5174080729,1.7986903191,145.91732788,Shale,
15/9-15,1251.032,HORDALAND GP.,Utsira Fm.,13.724563599,1.1686247587,1.9127833843,67.386276245,0.5180927515,1.9919095039,148.71948242,Shale,
15/9-15,1256.2,HORDALAND GP.,Utsira Fm.,12.502672195,1.3688968419999998,1.8542363644,71.196411133,0.5302379131,1.8195062876,149.01017761,Shale,
15/9-15,1256.352,HORDALAND GP.,Utsira Fm.,12.552550316,1.3690452575999998,1.8684443235,74.265731812,0.5468024015,1.8402097225,150.09448242,Shale,
15/9-15,1257.4160000000002,HORDALAND GP.,Utsira Fm.,12.60908699,1.3714582919999998,1.8891775608,80.76322174100001,0.5000650883,1.9713573456,147.35334778,Shale,
15/9-15,1260.0,HORDALAND GP.,Utsira Fm.,13.883416176,1.5103551149,1.853227973,93.463943481,0.4997602104999999,1.9333815575,154.431427,Shale,
15/9-15,1260.304,HORDALAND GP.,Utsira Fm.,13.839331627,1.5444397926,1.9056941271,99.601493835,0.4976619184,2.1013813019,153.35333252,Shale,
15/9-15,1260.608,HORDALAND GP.,Utsira Fm.,13.744811058,1.535690546,1.8915538788,98.207214355,0.4854871631,2.0971291065,151.73916626,Shale,
15/9-15,1263.648,HORDALAND GP.,Utsira Fm.,14.251418114000002,1.1898847818,1.920147419,78.262329102,0.5567922592,2.233133316,152.87501526,Shale,
15/9-15,1269.12,HORDALAND GP.,Utsira Fm.,14.041052818,1.1917687654,1.853102684,76.68503570600001,0.4672210515,2.3245224953,152.3152771,Shale,
15/9-15,1271.4,HORDALAND GP.,Utsira Fm.,13.303126335,1.1643713713,2.0053377151,78.72310638399999,0.4933553338,2.2809622288,152.30018616,Shale,
15/9-15,1272.616,HORDALAND GP.,Utsira Fm.,13.91625309,1.1976622343,1.9631841183,77.955001831,0.4844370782,2.4187092781,148.19192505,Shale,
15/9-15,1272.92,HORDALAND GP.,Utsira Fm.,13.938000679000002,1.2078694105,1.95928514,77.293930054,0.4608932136999999,2.3485085964,150.02854919,Shale,
15/9-15,1276.872,HORDALAND GP.,Utsira Fm.,13.66893959,1.2948390245,1.9024789333,70.348922729,0.5460776090999999,2.0163516998,151.90791321,Shale,
15/9-15,1281.128,HORDALAND GP.,Utsira Fm.,13.516879082,1.2342902422,1.8909450769,81.42662048300001,0.569355607,2.1587684155,153.42518616,Shale,
15/9-15,1282.344,HORDALAND GP.,Utsira Fm.,13.871217728,1.2757037878,1.9125359058,77.911445618,0.5042241812,2.0225148201,150.49606323,Shale,
15/9-15,1283.864,HORDALAND GP.,Utsira Fm.,13.98708725,1.2291665077,1.9564090967,78.251022339,0.467443645,2.1791489124,151.49212646,Shale,
15/9-15,1284.168,HORDALAND GP.,Utsira Fm.,13.907217979,1.1350948811,1.9551491737,68.713912964,0.4847198129,2.1245822906,156.05413818,Shale,
15/9-15,1296.328,HORDALAND GP.,Utsira Fm.,12.468014717,1.4248322247999998,1.9112181664,75.049888611,0.5014488697,2.0942373276,159.81791687,Shale,
15/9-15,1297.392,HORDALAND GP.,Utsira Fm.,12.356473923,1.2961511612,1.9510911703,67.38339233399999,0.502927959,2.1529560089,150.56298828,Shale,
15/9-15,1300.432,HORDALAND GP.,Utsira Fm.,12.215245247,1.2594686747,2.0053796768,75.330421448,0.4783200025999999,2.0794751644,145.0118103,Shale,
15/9-15,1301.952,HORDALAND GP.,Utsira Fm.,11.99615097,1.2335841656,1.9854751825,88.762771606,0.4825847149,2.1941559315,155.87893677,Shale,
15/9-15,1302.104,HORDALAND GP.,Utsira Fm.,12.044486046,1.2305430174,2.0147857666,85.449325562,0.4829244316,2.1400654316,154.36810303,Shale,
15/9-15,1303.168,HORDALAND GP.,Utsira Fm.,12.059735298,1.2220649719,1.9001553059,83.049057007,0.5282244086,1.9513514042,147.93864441,Shale,
15/9-15,1304.992,HORDALAND GP.,Utsira Fm.,12.444890022,1.1542633772,1.841181159,85.710319519,0.5882604718,2.0029935837,152.35826111,Shale,
15/9-15,1308.032,HORDALAND GP.,Utsira Fm.,12.288345337,1.1332589388,1.8556106091,75.034767151,0.4962368309,1.7607787847999998,152.67126465,Shale,
15/9-15,1308.944,HORDALAND GP.,Utsira Fm.,12.400486946,1.1429748535,1.832993865,88.427505493,0.5377160311,1.9688534737,148.54626465,Shale,
15/9-15,1310.008,HORDALAND GP.,Utsira Fm.,12.191186905,1.1443334818000002,1.8616992235,83.776329041,0.5454201102,1.8754850626,153.97441101,Shale,
15/9-15,1311.224,HORDALAND GP.,Utsira Fm.,12.284515381,1.1819405556,1.8341522217,91.485336304,0.4779599309,1.8245062828,149.15107727,Shale,
15/9-15,1313.352,HORDALAND GP.,Utsira Fm.,12.497263908,1.1118751764,1.7724426985,69.39503479,0.5341980457,2.3096659184,161.63780212,Shale,
15/9-15,1313.656,HORDALAND GP.,Utsira Fm.,12.13942337,1.0555124283,1.8114228249,74.397315979,0.5043683647999999,2.1322031021,158.26837158,Shale,
15/9-15,1314.4160000000002,HORDALAND GP.,Utsira Fm.,12.290027618,1.1741658449,1.8617087603,74.97994995100001,0.5047504902000001,2.289005518,158.12205505,Shale,
15/9-15,1317.912,HORDALAND GP.,Utsira Fm.,11.933009148,1.1663130522,1.9168206453,82.50310516399999,0.5681753755,2.0880720615,164.29495239,Shale,
15/9-15,1319.5839999999998,HORDALAND GP.,Utsira Fm.,12.241082191,1.2293665409,1.9245896339,94.795372009,0.5223445296,2.0900290012,154.31626892,Shale,
15/9-15,1320.8,HORDALAND GP.,Utsira Fm.,11.992003441,1.2406426668,1.9254882336,106.72688293,0.5118279457,2.0184080601,158.16830444,Shale,
15/9-15,1321.256,HORDALAND GP.,Utsira Fm.,12.147703171,1.2326732874,1.9628223181,104.04528809,0.6108147502,2.0874087811,158.62304688,Shale,
15/9-15,1322.32,HORDALAND GP.,Utsira Fm.,12.17384243,1.2776180506,1.9623148441,107.66552734,0.5473022461,2.156478405,150.54986572,Shale,
15/9-15,1323.2320000000002,HORDALAND GP.,Utsira Fm.,12.173152924000002,1.231257081,1.9571380615,106.70805359,0.4932977855,2.0477888584,153.26115417,Shale,
15/9-15,1325.36,HORDALAND GP.,Utsira Fm.,12.278644562,1.357241869,1.9924782515,119.32874298,0.5402104259,2.0260503292,144.36810303,Shale,
15/9-15,1325.5120000000002,HORDALAND GP.,Utsira Fm.,12.270095825,1.375742197,1.9922678471,115.98295593,0.5583782196,2.0170593262,145.54067993,Shale,
15/9-15,1328.552,HORDALAND GP.,Utsira Fm.,12.18805027,1.3704640865,1.9723238945,105.40029144,0.5274220705,2.1128945351,146.71260071,Shale,
15/9-15,1332.352,HORDALAND GP.,Utsira Fm.,12.592506409,1.4002044201,2.0099041462,85.721710205,0.4915235639,2.1948645115,146.83453369,Shale,
15/9-15,1333.72,HORDALAND GP.,Utsira Fm.,12.85381031,1.3700259924,1.9804910421,94.536399841,0.5054937601,2.195618391,151.51377869,Shale,
15/9-15,1334.784,HORDALAND GP.,Utsira Fm.,13.037367820999998,1.3036453724,1.9196264744,87.86074066200001,0.5383318663000001,1.9970530272,152.52624512,Shale,
15/9-15,1337.216,HORDALAND GP.,Utsira Fm.,13.985351563,1.3087368011,1.9109961987,84.57069397,0.5617439747,2.0256714821,149.39862061,Shale,
15/9-15,1338.432,HORDALAND GP.,Utsira Fm.,13.609793663,1.1670844555,1.9625304937,92.308883667,0.5195165872999999,2.1019434929,145.08398438,Shale,
15/9-15,1340.7120000000002,HORDALAND GP.,Utsira Fm.,14.002088547,1.4460632801,1.949437499,81.353637695,0.4972547293,2.013245821,141.75524902,Shale,
15/9-15,1341.168,HORDALAND GP.,Utsira Fm.,14.595712662,1.3766053915,1.9143966436,81.131652832,0.5370278358,2.0708034039,156.09022522,Shale,
15/9-15,1341.928,HORDALAND GP.,Utsira Fm.,13.812558174,1.3200228214,1.9086402655,82.474311829,0.5531143546,2.0262610912,160.98390198,Shale,
15/9-15,1342.08,HORDALAND GP.,Utsira Fm.,13.309657097,1.3520816565,1.9197193384,86.84432983399999,0.5504435897,2.0236608982,159.16436768,Shale,
15/9-15,1342.2320000000002,HORDALAND GP.,Utsira Fm.,13.41991806,1.3950028419,1.9380142689,91.503005981,0.5341625214,2.0028030872,158.14862061,Shale,
15/9-15,1342.688,HORDALAND GP.,Utsira Fm.,13.99456501,1.4747213125,1.9796543121,89.819061279,0.4944134653,2.1337778568,155.71850586,Shale,
15/9-15,1343.448,HORDALAND GP.,Utsira Fm.,14.806921005,1.4740833044,1.8980810642,80.198234558,0.5377323031,2.14473629,151.93307495,Shale,
15/9-15,1344.36,HORDALAND GP.,Utsira Fm.,14.251346588,1.4810330868,1.9676764011,88.07873535200001,0.5216169357,2.0907075405,147.71226501,Shale,
15/9-15,1345.88,HORDALAND GP.,Utsira Fm.,14.456842422,1.3228815794,1.9825083017,87.11353302,0.5381007791,1.9984685183,148.97834778,Shale,
15/9-15,1346.64,HORDALAND GP.,Utsira Fm.,14.761518478,1.3448661566,1.9312980175,94.061981201,0.4715877175,2.1144244671,155.06266785,Shale,
15/9-15,1347.856,HORDALAND GP.,Utsira Fm.,14.458662033,1.4509835243,1.9384665489,91.55557251,0.4989823699,2.1899139881,154.46325684,Shale,
15/9-15,1349.984,HORDALAND GP.,Utsira Fm.,13.881128311,1.4050910472999998,1.9415282011,90.271972656,0.500919044,2.0405521393,154.10531616,Shale,
15/9-15,1350.744,HORDALAND GP.,Utsira Fm.,13.860372543,1.3433629274,1.9557404518,95.991668701,0.4931851625,2.0821216106,152.64927673,Shale,
15/9-15,1354.848,HORDALAND GP.,Utsira Fm.,14.676841735999998,1.3222492933,2.0099930763,93.96421814,0.4775487185,2.2370901108,151.80183411,Shale,
15/9-15,1356.976,HORDALAND GP.,Utsira Fm.,13.968888283,1.3676474094,1.9665981531,91.275184631,0.4841957092,2.0627396107,150.85432434,Shale,
15/9-15,1359.256,HORDALAND GP.,Utsira Fm.,14.193323135,1.3655500412,1.9739867449,86.70720672600001,0.4840511978,2.0114605427,153.9924469,Shale,
15/9-15,1360.928,HORDALAND GP.,Utsira Fm.,14.108416557,1.3640749453999998,2.0159499645,94.828147888,0.5251735449,2.2739346027000003,149.98031616,Shale,
15/9-15,1361.2320000000002,HORDALAND GP.,Utsira Fm.,13.94308567,1.3442391157,1.9877396822,85.91053009,0.4889514446,2.0884006023,152.10432434,Shale,
15/9-15,1363.208,HORDALAND GP.,Utsira Fm.,13.901275635,1.3734049797,1.994562149,95.225914001,0.5124964714,2.0776088238,150.35531616,Shale,
15/9-15,1365.944,HORDALAND GP.,Utsira Fm.,14.433260918,1.2725926638,1.9834239483,83.367263794,0.4975631237,2.1139211655000003,149.42913818,Shale,
15/9-15,1374.456,HORDALAND GP.,Utsira Fm.,14.894932747,1.4810993671,1.9490218163,102.61935425,0.5383130312,2.0502545834,150.07250977,Shale,
15/9-15,1375.976,HORDALAND GP.,Utsira Fm.,14.793483734,1.3733733892,1.9550759792,86.17714691200001,0.5322407484,2.0306582451,150.78739929,Shale,
15/9-15,1376.5839999999998,HORDALAND GP.,Utsira Fm.,15.089182854,1.397795558,1.9581370354,86.35436248799999,0.5617425442,2.0047957897,151.19158936,Shale,
15/9-15,1376.888,HORDALAND GP.,Utsira Fm.,15.205733299,1.3669148684,1.9518063068,85.829116821,0.5251024961,1.8958764076,152.26673889,Shale,
15/9-15,1378.408,HORDALAND GP.,Utsira Fm.,14.839873314,1.3259935379,1.9611012936,91.488548279,0.5289217234,1.9588317871,151.82414246,Shale,
15/9-15,1379.776,HORDALAND GP.,Utsira Fm.,15.084365845,1.4217641354,1.9248775244,85.36569213899999,0.5413262844,1.9233498573,152.62696838,Shale,
15/9-15,1382.056,HORDALAND GP.,Utsira Fm.,15.021291733,1.380956769,1.9865772724,100.97162628,0.5807887911999999,2.0483088493,153.97229004,Shale,
15/9-15,1383.88,HORDALAND GP.,Utsira Fm.,15.123244285999998,1.4191683531,1.9822177887,93.116889954,0.4874193965999999,1.9795370102,151.25721741,Shale,
15/9-15,1385.704,HORDALAND GP.,Utsira Fm.,14.715436935,1.4438970088999998,1.9433220625,94.740341187,0.4482308924,1.8489737511,155.54429626,Shale,
15/9-15,1387.832,HORDALAND GP.,Utsira Fm.,15.084381104,1.3303755522,2.0018882751,85.92761993399999,0.5329874158,2.0097305775,152.24015808,Shale,
15/9-15,1388.44,HORDALAND GP.,Utsira Fm.,15.24887085,1.3075231314,1.9741392136,78.731193542,0.5142803788,1.9923555851,149.01557922,Shale,
15/9-15,1389.808,HORDALAND GP.,Utsira Fm.,15.300378799,1.4032158852,1.9333844185,96.07686615,0.5002230406,1.8546811342,150.74835205,Shale,
15/9-15,1392.24,HORDALAND GP.,Utsira Fm.,15.285689354,1.5493096113,1.9943374395,92.633605957,0.5395908952,1.9030784369,146.78839111,Shale,
15/9-15,1394.368,HORDALAND GP.,Utsira Fm.,15.422229767,1.3743091822,2.0132658482,93.680580139,0.5130096078,2.0031471252,143.49868774,Shale,
15/9-15,1395.888,HORDALAND GP.,Utsira Fm.,15.538845062,1.6015946865,2.0130970478,93.999198914,0.4971433282,2.0543065071,142.76870728,Shale,
15/9-15,1397.864,HORDALAND GP.,Utsira Fm.,15.571950912,1.4939261675,2.0441250801,92.963020325,0.5078430772,2.0377166271,143.49409485,Shale,
15/9-15,1400.448,HORDALAND GP.,Utsira Fm.,16.056379318,1.4500162601,2.019919157,99.17098999,0.5108304024,1.9465997219,147.17192078,Shale,
15/9-15,1402.7279999999998,HORDALAND GP.,Utsira Fm.,15.314020157,1.4221308231,1.9981139898,91.012016296,0.5052230954,2.0696730614,145.72441101,Shale,
15/9-15,1405.464,HORDALAND GP.,Utsira Fm.,15.138155937,1.4031001329,1.9540618658,100.38553619,0.51252985,2.0244369507,153.25457764,Shale,
15/9-15,1408.656,HORDALAND GP.,Utsira Fm.,15.256891251,1.4178304672,1.9894758463,94.50050354,0.5095073581,1.9009736776,145.33235168,Shale,
15/9-15,1410.024,HORDALAND GP.,Utsira Fm.,14.838773727,1.3744713068,2.0345373154,95.362472534,0.5107929707,2.0208063126,146.12319946,Shale,
15/9-15,1410.48,HORDALAND GP.,Utsira Fm.,14.801952362,1.4734543562,2.0046169758000003,87.27737426799999,0.5423890948,1.9510784149,141.57710266,Shale,
15/9-15,1410.936,HORDALAND GP.,Utsira Fm.,14.853074074,1.5460306406,1.9766066074,83.74357605,0.525629282,2.0153656006,143.04626465,Shale,
15/9-15,1415.344,HORDALAND GP.,Utsira Fm.,13.653381348,1.5031785965,2.1330854893,88.43712616,0.4503575563,2.8109986782,113.69635773,Shale,
15/9-15,1415.9520000000002,HORDALAND GP.,Utsira Fm.,14.425000191,1.4891010523,2.0448112488,89.777618408,0.5164516568,2.0349338055,143.16732788,Shale,
15/9-15,1416.256,HORDALAND GP.,Utsira Fm.,14.186830521,1.4355709553,2.0137825012,89.51751709,0.5381470919,2.0530340672,141.15092468,Shale,
15/9-15,1420.664,HORDALAND GP.,Utsira Fm.,14.180006980999998,1.458435297,2.0377383232,102.32052612,0.4861060977,1.9704307318,139.36122131,Shale,
15/9-15,1421.2720000000002,HORDALAND GP.,Utsira Fm.,14.428741455,1.4779140949,2.0466599464,104.33808899,0.4910503625999999,2.0680177212,140.04855347,Shale,
15/9-15,1424.16,HORDALAND GP.,Utsira Fm.,14.877794266,1.4409378766999998,2.0460314751,87.316085815,0.5189881921,2.1239087582,138.3989563,Shale,
15/9-15,1424.312,HORDALAND GP.,Utsira Fm.,14.660161018,1.4384493828,2.0455925465,91.049964905,0.4786394835,2.1408724785,138.26477051,Shale,
15/9-15,1424.464,HORDALAND GP.,Utsira Fm.,14.498138428,1.434538722,2.0430231094,94.265106201,0.4805955589,2.1646897793,138.02723694,Shale,
15/9-15,1424.616,HORDALAND GP.,Utsira Fm.,14.425271988,1.4340020418,2.0319159031,94.170707703,0.5051801204999999,2.1865899563,138.1653595,Shale,
15/9-15,1428.568,HORDALAND GP.,Utsira Fm.,14.683996201,1.6360287666,2.045861721,86.88006591799999,0.5715769529,2.074511528,139.46653748,Shale,
15/9-15,1430.848,HORDALAND GP.,Utsira Fm.,14.1554842,1.5281469822,1.995067358,96.320449829,0.5485435724000001,2.1425256729,148.99606323,Shale,
15/9-15,1434.192,HORDALAND GP.,Utsira Fm.,12.420815468,1.4751825333000002,1.97597754,84.493354797,0.5678406954,2.1232643127,150.19422913,Shale,
15/9-15,1434.496,HORDALAND GP.,Utsira Fm.,12.487523079,1.4873771667,1.9719269276,88.514068604,0.5282359123,2.071395874,150.84579468,Shale,
15/9-15,1436.016,HORDALAND GP.,Utsira Fm.,12.495703697,1.5297169684999998,1.947699666,81.220664978,0.4947502314999999,2.0634605885,168.41993713,Shale,
15/9-15,1436.624,HORDALAND GP.,Utsira Fm.,12.645645142,1.485630393,1.9734947681,84.453910828,0.5463238954999999,2.0888338089,169.71653748,Shale,
15/9-15,1441.792,HORDALAND GP.,Utsira Fm.,12.138061523,1.4370697737,1.899969697,93.207550049,0.5509808064,2.1645076275,160.61056519,Shale,
15/9-15,1444.5279999999998,HORDALAND GP.,Utsira Fm.,13.268706322,1.4104912281,1.8607968092,88.105308533,0.524320364,2.315461874,157.23622131,Shale,
15/9-15,1446.2,HORDALAND GP.,Utsira Fm.,15.913718224,1.2878879309,1.7239437103,69.727478027,0.5236465335,2.7698495388,167.44880676,Shale,
15/9-15,1446.352,HORDALAND GP.,Utsira Fm.,15.884479523,1.2941573858,1.7157230377,66.95095825199999,0.5239371657,2.690813303,167.8346405,Shale,
15/9-15,1446.656,HORDALAND GP.,Utsira Fm.,15.826002120999998,1.334849,1.7516279221000002,67.23995208699999,0.532540977,2.6110486984,169.16830444,Shale,
15/9-15,1446.96,HORDALAND GP.,Utsira Fm.,15.767524719,1.3580386639,1.8181115389,79.491569519,0.5530013442,2.6218976974,165.62400818,Shale,
15/9-15,1447.72,HORDALAND GP.,Utsira Fm.,12.72674942,1.4505164623,1.9295774698,80.972434998,0.5601792336,1.9641399384,157.31690979,Shale,
