43,1146,PT08.S3(NOx)
43,1123,PT08.S4(NO2)
43,584,PT08.S5(O3)
44,934,PT08.S1(CO)
44,730,PT08.S2(NMHC)
44,906,PT08.S3(NOx)
44,1345,PT08.S4(NO2)
44,757,PT08.S5(O3)
45,967,PT08.S1(CO)
45,785,PT08.S2(NMHC)
45,879,PT08.S3(NOx)
45,1326,PT08.S4(NO2)
45,766,PT08.S5(O3)
46,864,PT08.S1(CO)
46,633,PT08.S2(NMHC)
46,1097,PT08.S3(NOx)
46,1259,PT08.S4(NO2)
46,523,PT08.S5(O3)
47,856,PT08.S1(CO)
47,732,PT08.S2(NMHC)
47,988,PT08.S3(NOx)
47,1247,PT08.S4(NO2)
47,714,PT08.S5(O3)
48,1022,PT08.S1(CO)
48,898,PT08.S2(NMHC)
48,746,PT08.S3(NOx)
48,1414,PT08.S4(NO2)
48,955,PT08.S5(O3)
49,1103,PT08.S1(CO)
49,979,PT08.S2(NMHC)
49,666,PT08.S3(NOx)
49,1520,PT08.S4(NO2)
49,1156,PT08.S5(O3)
50,1289,PT08.S1(CO)
50,1161,PT08.S2(NMHC)
50,552,PT08.S3(NOx)
50,1765,PT08.S4(NO2)
50,1289,PT08.S5(O3)
51,1038,PT08.S1(CO)
51,895,PT08.S2(NMHC)
51,714,PT08.S3(NOx)
51,1474,PT08.S4(NO2)
51,999,PT08.S5(O3)
52,993,PT08.S1(CO)
52,813,PT08.S2(NMHC)
52,792,PT08.S3(NOx)
52,1413,PT08.S4(NO2)
52,946,PT08.S5(O3)
53,1165,PT08.S1(CO)
53,1042,PT08.S2(NMHC)
53,631,PT08.S3(NOx)
53,1621,PT08.S4(NO2)
53,1133,PT08.S5(O3)
54,1014,PT08.S1(CO)
54,864,PT08.S2(NMHC)
54,745,PT08.S3(NOx)
54,1474,PT08.S4(NO2)
54,1097,PT08.S5(O3)
55,989,PT08.S1(CO)
55,900,PT08.S2(NMHC)
55,737,PT08.S3(NOx)
55,1401,PT08.S4(NO2)
55,968,PT08.S5(O3)
56,998,PT08.S1(CO)
56,799,PT08.S2(NMHC)
56,786,PT08.S3(NOx)
56,1435,PT08.S4(NO2)
56,867,PT08.S5(O3)
57,904,PT08.S1(CO)
57,774,PT08.S2(NMHC)
57,878,PT08.S3(NOx)
57,1329,PT08.S4(NO2)
57,805,PT08.S5(O3)
58,879,PT08.S1(CO)
58,645,PT08.S2(NMHC)
58,1023,PT08.S3(NOx)
58,1288,PT08.S4(NO2)
58,612,PT08.S5(O3)
59,1023,PT08.S1(CO)
59,851,PT08.S2(NMHC)
59,782,PT08.S3(NOx)
59,1413,PT08.S4(NO2)
59,881,PT08.S5(O3)
60,972,PT08.S1(CO)
60,799,PT08.S2(NMHC)
60,833,PT08.S3(NOx)
60,1425,PT08.S4(NO2)
60,825,PT08.S5(O3)
